"Module Version",RG,Created,Hidden,Warning
Spryker.MerchantProductWishlist:0.1.0,3267,2021-03-17T10:20:18+00:00,,
Spryker.MerchantProductOfferWishlist:0.1.0,3267,2021-03-17T10:20:17+00:00,,
SprykerShop.CartPage:3.25.0,3301,2021-03-15T14:22:22+00:00,,
SprykerShop.ProductDetailPage:3.12.1,3301,2021-03-15T14:22:22+00:00,,
Spryker.ProductStorage:1.32.0,3301,2021-03-15T14:22:17+00:00,,
Spryker.ProductListStorage:1.14.0,3301,2021-03-15T14:22:16+00:00,,
Spryker.ProductDiscontinuedStorage:1.12.0,3301,2021-03-15T14:22:15+00:00,,
Spryker.User:3.13.1,3322,2021-03-15T12:42:08+00:00,,
Spryker.Symfony:3.5.1,3322,2021-03-15T12:42:06+00:00,,
Spryker.Development:3.28.1,3322,2021-03-15T12:42:05+00:00,,
SprykerShop.CheckoutPage:3.16.5,3320,2021-03-15T08:23:05+00:00,,
Spryker.Testify:3.37.1,3328,2021-03-12T15:38:06+00:00,,
Spryker.Testify:3.37.0,3316,2021-03-11T13:38:10+00:00,,
Spryker.Flysystem:1.0.6,3316,2021-03-11T13:38:09+00:00,,
Spryker.GlueApplication:1.28.1,,2021-03-11T11:46:54+00:00,,
Spryker.ProductManagement:0.19.18,3317,2021-03-09T15:07:08+00:00,,
Spryker.ZedUi:0.3.14,3307,2021-03-05T15:05:26+00:00,,
Spryker.ProductOfferMerchantPortalGui:0.8.7,3307,2021-03-05T15:05:25+00:00,,
Spryker.ProductMerchantPortalGuiExtension:0.1.1,3307,2021-03-05T15:05:24+00:00,,
Spryker.ProductMerchantPortalGui:0.4.0,3307,2021-03-05T15:05:23+00:00,,
Spryker.MerchantStock:0.2.2,3307,2021-03-05T15:05:22+00:00,,
Spryker.MerchantProduct:0.2.3,3307,2021-03-05T15:05:21+00:00,,
Spryker.GuiTable:0.4.4,3307,2021-03-05T15:05:20+00:00,,
Spryker.AvailabilityMerchantPortalGui:0.1.0,3307,2021-03-05T15:05:19+00:00,,
Spryker.Availability:9.8.0,3307,2021-03-05T15:05:18+00:00,,
Spryker.SearchElasticsearch:1.10.2,3314,2021-03-04T15:33:44+00:00,,
Spryker.Search:8.17.2,3314,2021-03-04T15:33:43+00:00,,
Spryker.SalesReturnSearch:1.0.1,3314,2021-03-04T15:33:42+00:00,,
Spryker.Sales:11.20.1,3314,2021-03-04T15:33:41+00:00,,
Spryker.ProductSetPageSearch:1.5.1,3314,2021-03-04T15:33:39+00:00,,
Spryker.ProductSet:1.6.1,3314,2021-03-04T15:33:38+00:00,,
Spryker.ProductReview:2.7.1,3314,2021-03-04T15:33:37+00:00,,
Spryker.ProductOptionCartConnector:7.1.2,3314,2021-03-04T15:33:36+00:00,,
Spryker.ProductCustomerPermission:1.1.2,3314,2021-03-04T15:33:35+00:00,,
Spryker.MerchantSearch:0.3.1,3314,2021-03-04T15:33:34+00:00,,
Spryker.MerchantProductOfferSearch:0.4.2,3314,2021-03-04T15:33:33+00:00,,
Spryker.KeyBuilder:1.0.2,3314,2021-03-04T15:33:32+00:00,,
Spryker.Development:3.28.0,3314,2021-03-04T15:33:31+00:00,,
Spryker.DataImport:1.14.0,3314,2021-03-04T15:33:30+00:00,,
Spryker.ConfigurableBundlesRestApi:1.0.1,3314,2021-03-04T15:33:29+00:00,,
Spryker.ConfigurableBundlePageSearch:1.2.1,3314,2021-03-04T15:33:28+00:00,,
Spryker.CmsPageSearch:2.3.3,3314,2021-03-04T15:33:27+00:00,,
Spryker.Catalog:5.6.4,3314,2021-03-04T15:33:26+00:00,,
SprykerShop.ShopApplication:1.12.1,3314,2021-03-04T15:33:13+00:00,,
Spryker.Availability:9.7.0,2901,2021-03-04T09:21:14+00:00,,
Spryker.AvailabilityStorage:2.5.0,2901,2021-03-04T09:21:14+00:00,,
Spryker.ProductMeasurementUnitsRestApi:1.0.1,3300,2021-03-02T09:19:11+00:00,,
Spryker.MerchantProductsRestApi:0.1.1,3300,2021-03-02T09:19:10+00:00,,
Spryker.MerchantProductOffersRestApi:0.4.2,3300,2021-03-02T09:19:09+00:00,,
Spryker.ProductOfferMerchantPortalGui:0.8.6,3311,2021-03-02T09:07:06+00:00,,
Spryker.ProductConfigurationsRestApiExtension:0.1.0,3302,2021-03-02T08:30:16+00:00,,
Spryker.ProductConfigurationsRestApi:0.1.0,3302,2021-03-02T08:30:15+00:00,,
Spryker.ProductConfigurationsPriceProductVolumesRestApi:0.1.0,3302,2021-03-02T08:30:14+00:00,,
Spryker.StateMachine:2.13.1,3308,2021-02-25T18:54:09+00:00,,
Spryker.ProductManagement:0.19.17,3309,2021-02-24T17:18:06+00:00,,
Spryker.Kernel:3.58.0,3303,2021-02-24T14:55:10+00:00,,
Spryker.Oauth:2.1.0,3303,2021-02-24T14:55:10+00:00,,
Spryker.GlueApplication:1.28.0,3303,2021-02-24T14:55:09+00:00,,
Spryker.AuthRestApi:2.12.0,3303,2021-02-24T14:55:08+00:00,,
Spryker.StockDataImport:1.2.0,3288,2021-02-24T08:59:40+00:00,,
Spryker.ProductOfferValidityDataImport:0.2.2,3288,2021-02-24T08:59:39+00:00,,
Spryker.ProductOfferStockDataImport:0.5.2,3288,2021-02-24T08:59:38+00:00,,
Spryker.PriceProductOfferDataImport:0.6.2,3288,2021-02-24T08:59:37+00:00,,
Spryker.MerchantRelationshipDataImport:0.2.0,3288,2021-02-24T08:59:36+00:00,,
Spryker.MerchantProfileMerchantPortalGui:0.6.0,3288,2021-02-24T08:59:34+00:00,,
Spryker.MerchantProfileGui:0.4.0,3288,2021-02-24T08:59:33+00:00,,
Spryker.MerchantProfileDataImport:0.4.0,3288,2021-02-24T08:59:32+00:00,,
Spryker.MerchantProductOfferDataImport:0.9.0,3288,2021-02-24T08:59:31+00:00,,
Spryker.MerchantProductDataImport:0.2.1,3288,2021-02-24T08:59:30+00:00,,
Spryker.MerchantOpeningHoursDataImport:0.3.0,3288,2021-02-24T08:59:29+00:00,,
Spryker.MerchantOmsDataImport:0.4.0,3288,2021-02-24T08:59:26+00:00,,
Spryker.MerchantDataImport:0.4.0,3288,2021-02-24T08:59:25+00:00,,
Spryker.Merchant:3.3.0,3288,2021-02-24T08:59:24+00:00,,
Spryker.DataImport:1.13.1,3288,2021-02-24T08:59:23+00:00,,
Spryker.Testify:3.36.2,3278,2021-02-23T15:06:19+00:00,,
Spryker.Scheduler:1.2.0,3278,2021-02-23T15:06:18+00:00,,
Spryker.GracefulRunner:1.0.0,3278,2021-02-23T15:06:17+00:00,,
Spryker.DataImport:1.13.0,3278,2021-02-23T15:06:16+00:00,,
Spryker.DataExport:0.1.3,3278,2021-02-23T15:06:15+00:00,,
Spryker.ProductOfferMerchantPortalGui:0.8.5,3305,2021-02-23T12:54:07+00:00,,
Spryker.ProductMerchantPortalGui:0.3.1,3305,2021-02-23T12:54:06+00:00,,
Spryker.ZedNavigation:1.10.1,3283,2021-02-23T12:35:18+00:00,,
Spryker.Twig:3.14.1,3283,2021-02-23T12:35:17+00:00,,
Spryker.SessionFile:1.0.1,3283,2021-02-23T12:35:16+00:00,,
Spryker.RestRequestValidator:1.3.4,3283,2021-02-23T12:35:15+00:00,,
Spryker.Glossary:3.11.4,3283,2021-02-23T12:35:14+00:00,,
Spryker.Propel:3.29.1,3283,2021-02-23T12:35:14+00:00,,
Spryker.DocumentationGeneratorRestApi:1.11.1,3283,2021-02-23T12:35:13+00:00,,
Spryker.Development:3.27.2,3283,2021-02-23T12:35:12+00:00,,
Spryker.User:3.13.0,3192,2021-02-23T12:18:08+00:00,,
SprykerShop.CustomerPage:2.32.0,3192,2021-02-23T12:18:08+00:00,,
Spryker.SecurityGui:0.1.2,3192,2021-02-23T12:18:07+00:00,,
Spryker.SessionRedis:1.4.1,3196,2021-02-23T12:00:57+00:00,,
Spryker.ProductReviewGui:1.3.0,3191,2021-02-22T17:00:05+00:00,,
Spryker.SalesReclamationGui:1.6.0,3189,2021-02-22T14:24:12+00:00,,
Spryker.CustomerUserConnectorGui:1.3.0,3183,2021-02-22T13:27:11+00:00,,
Spryker.CustomerGroup:2.6.0,3183,2021-02-22T13:27:09+00:00,,
Spryker.ProductReviewGui:1.2.1,3180,2021-02-22T12:51:23+00:00,,
Spryker.Application:3.26.3,3260,2021-02-19T12:58:04+00:00,,
Spryker.ProductPageSearch:3.22.2,3297,2021-02-19T11:25:13+00:00,,
Spryker.ProductPageSearch:3.22.1,3295,2021-02-18T16:09:08+00:00,,
Spryker.SearchElasticsearch:1.10.1,3284,2021-02-17T15:27:08+00:00,,
Spryker.Search:8.17.1,3284,2021-02-17T15:27:07+00:00,,
Spryker.Collector:6.6.1,3284,2021-02-17T15:27:06+00:00,,
Spryker.ProductOfferPricesRestApiExtension:0.1.0,3249,2021-02-16T14:41:18+00:00,,
Spryker.ProductOfferPricesRestApi:0.3.1,3249,2021-02-16T14:41:17+00:00,,
Spryker.PriceProductOfferVolumesRestApi:0.1.0,3249,2021-02-16T14:41:16+00:00,,
Spryker.MerchantProductOffersRestApi:0.4.1,3249,2021-02-16T14:41:15+00:00,,
Spryker.PriceProduct:1.5.0,,2021-02-16T08:36:34+00:00,,
Spryker.Category:3.3.0,,2021-02-16T08:26:58+00:00,,
Spryker.Product:5.9.0,,2021-02-16T08:25:28+00:00,,
Spryker.Customer:6.5.0,,2021-02-16T08:16:46+00:00,,
Spryker.ZedUi:0.3.13,3275,2021-02-15T12:35:27+00:00,,
Spryker.TaxMerchantPortalGui:0.1.0,3275,2021-02-15T12:35:26+00:00,,
Spryker.ProductOfferMerchantPortalGui:0.8.4,3275,2021-02-15T12:35:25+00:00,,
Spryker.ProductMerchantPortalGuiExtension:0.1.0,3275,2021-02-15T12:35:24+00:00,,
Spryker.ProductMerchantPortalGui:0.3.0,3275,2021-02-15T12:35:23+00:00,,
Spryker.PriceProduct:4.21.0,3275,2021-02-15T12:35:22+00:00,,
Spryker.MerchantProduct:0.2.2,3275,2021-02-15T12:35:21+00:00,,
Spryker.GuiTable:0.4.3,3275,2021-02-15T12:35:20+00:00,,
Spryker.ProductRelationGui:1.2.3,3280,2021-02-15T10:45:17+00:00,,
Spryker.Discount:9.11.3,3280,2021-02-15T10:45:16+00:00,,
Spryker.ProductOfferMerchantPortalGui:0.8.3,3270,2021-02-15T09:07:14+00:00,,
Spryker.MerchantProfileMerchantPortalGui:0.5.1,3270,2021-02-15T09:07:13+00:00,,
Spryker.MerchantProfileGui:0.3.1,3270,2021-02-15T09:07:12+00:00,,
Spryker.MerchantProfileDataImport:0.3.3,3270,2021-02-15T09:07:10+00:00,,
Spryker.Url:3.7.2,3259,2021-02-12T10:44:59+00:00,,
Spryker.ProductsCategoriesResourceRelationship:1.3.0,3259,2021-02-12T10:44:58+00:00,,
Spryker.ProductRelationGui:1.2.2,3259,2021-02-12T10:44:56+00:00,,
Spryker.ProductRelation:3.1.3,3259,2021-02-12T10:44:55+00:00,,
Spryker.ProductPageSearch:3.22.0,3259,2021-02-12T10:44:54+00:00,,
Spryker.ProductMerchantPortalGui:0.2.1,3259,2021-02-12T10:44:52+00:00,,
Spryker.ProductManagement:0.19.16,3259,2021-02-12T10:44:51+00:00,,
Spryker.ProductListGui:2.1.1,3259,2021-02-12T10:44:49+00:00,,
Spryker.ProductListDataImport:0.1.2,3259,2021-02-12T10:44:48+00:00,,
Spryker.ProductList:1.6.2,3259,2021-02-12T10:44:47+00:00,,
Spryker.ProductLabelGui:3.1.3,3259,2021-02-12T10:44:46+00:00,,
Spryker.ProductGroupCollector:1.0.4,3259,2021-02-12T10:44:44+00:00,,
Spryker.ProductCategoryStorage:2.0.0,3259,2021-02-12T10:44:42+00:00,,
Spryker.ProductCategorySearch:1.0.0,3259,2021-02-12T10:44:40+00:00,,
Spryker.ProductCategoryFilterGui:2.0.0,3259,2021-02-12T10:44:39+00:00,,
Spryker.ProductCategoryFilter:1.2.5,3259,2021-02-12T10:44:37+00:00,,
Spryker.ProductCategory:4.11.0,3259,2021-02-12T10:44:36+00:00,,
Spryker.ProductAlternative:1.1.2,3259,2021-02-12T10:44:35+00:00,,
Spryker.NavigationGui:2.7.2,3259,2021-02-12T10:44:33+00:00,,
Spryker.MerchantCategoryDataImport:0.2.1,3259,2021-02-12T10:44:32+00:00,,
Spryker.MerchantCategory:0.2.1,3259,2021-02-12T10:44:31+00:00,,
Spryker.CmsSlotBlockProductCategoryGui:1.0.1,3259,2021-02-12T10:44:29+00:00,,
Spryker.CmsSlotBlockProductCategoryConnector:1.2.0,3259,2021-02-12T10:44:28+00:00,,
Spryker.CmsSlotBlockDataImport:0.2.1,3259,2021-02-12T10:44:26+00:00,,
Spryker.CmsSlotBlockCategoryGui:1.0.1,3259,2021-02-12T10:44:25+00:00,,
Spryker.CmsSlotBlockCategoryConnector:1.0.1,3259,2021-02-12T10:44:24+00:00,,
Spryker.CmsBlockCategoryStorage:1.5.1,3259,2021-02-12T10:44:23+00:00,,
Spryker.CmsBlockCategoryConnector:2.3.2,3259,2021-02-12T10:44:21+00:00,,
Spryker.Cms:7.10.2,3259,2021-02-12T10:44:20+00:00,,
Spryker.CategoryStorage:2.0.0,3259,2021-02-12T10:44:19+00:00,,
Spryker.CategoryPageSearch:2.0.0,3259,2021-02-12T10:44:17+00:00,,
Spryker.CategoryNavigationConnector:1.0.2,3259,2021-02-12T10:44:16+00:00,,
Spryker.CategoryImage:1.1.3,3259,2021-02-12T10:44:15+00:00,,
Spryker.CategoryGui:1.0.3,3259,2021-02-12T10:44:14+00:00,,
Spryker.CategoryExtension:1.1.0,3259,2021-02-12T10:44:12+00:00,,
Spryker.CategoryExporter:3.0.4,3259,2021-02-12T10:44:11+00:00,,
Spryker.CategoryDataImport:0.3.0,3259,2021-02-12T10:44:10+00:00,,
SprykerShop.ProductCategoryWidget:1.3.0,3259,2021-02-12T10:44:09+00:00,,
SprykerShop.CategoryWidget:1.3.0,3259,2021-02-12T10:44:06+00:00,,
Spryker.CategoryDataFeed:0.2.3,3259,2021-02-12T10:44:06+00:00,,
SprykerShop.CatalogPage:1.20.0,3259,2021-02-12T10:44:05+00:00,,
Spryker.Category:5.0.0,3259,2021-02-12T10:44:05+00:00,,
Spryker.CategoriesRestApi:1.5.0,3259,2021-02-12T10:44:03+00:00,,
SprykerEco.FactFinderSdk:1.1.0,3259,2021-02-12T10:43:28+00:00,,
SprykerEco.Econda:2.1.0,3259,2021-02-12T10:43:26+00:00,,
SprykerEco.Coremedia:0.3.2,3259,2021-02-12T10:43:23+00:00,,
Spryker.SynchronizationExtension:1.2.0,3164,2021-02-12T08:29:16+00:00,,
Spryker.Synchronization:1.13.0,3164,2021-02-12T08:29:15+00:00,,
Spryker.ProductsCategoriesResourceRelationship:1.2.0,3240,2021-02-11T11:06:31+00:00,,
Spryker.ProductMerchantPortalGui:0.2.0,3240,2021-02-11T11:06:29+00:00,,
Spryker.ProductCategoryStorage:1.9.0,3240,2021-02-11T11:06:28+00:00,,
Spryker.ProductCategoryFilterGui:1.3.0,3240,2021-02-11T11:06:26+00:00,,
Spryker.CmsSlotBlockProductCategoryConnector:1.1.0,3240,2021-02-11T11:06:25+00:00,,
Spryker.CategoryStorage:1.11.0,3240,2021-02-11T11:06:24+00:00,,
Spryker.CategoryPageSearch:1.7.0,3240,2021-02-11T11:06:22+00:00,,
Spryker.Category:4.21.0,3240,2021-02-11T11:06:21+00:00,,
Spryker.CategoriesRestApi:1.4.0,3240,2021-02-11T11:06:20+00:00,,
SprykerShop.ProductCategoryWidget:1.2.0,3240,2021-02-11T11:06:18+00:00,,
SprykerShop.CatalogPage:1.19.0,3240,2021-02-11T11:06:17+00:00,,
SprykerShop.CategoryWidget:1.2.0,3240,2021-02-11T11:06:17+00:00,,
SprykerEco.Coremedia:0.3.1,3240,2021-02-11T11:06:12+00:00,,
Spryker.PriceProductSchedule:2.2.1,3276,2021-02-11T09:14:04+00:00,,
Spryker.ProductSearch:5.12.1,3268,2021-02-10T17:00:52+00:00,,
Spryker.ProductRelation:3.1.2,3268,2021-02-10T17:00:51+00:00,,
Spryker.ProductOption:8.9.2,3268,2021-02-10T17:00:50+00:00,,
Spryker.ProductManagement:0.19.15,3268,2021-02-10T17:00:48+00:00,,
Spryker.ProductCategory:4.10.4,3268,2021-02-10T17:00:47+00:00,,
Spryker.ProductAttributeGui:1.2.12,3268,2021-02-10T17:00:46+00:00,,
Spryker.GlueApplication:1.27.2,3268,2021-02-10T17:00:44+00:00,,
Spryker.Glossary:3.11.3,3268,2021-02-10T17:00:43+00:00,,
Spryker.Discount:9.11.2,3268,2021-02-10T17:00:41+00:00,,
Spryker.Dashboard:1.1.3,3268,2021-02-10T17:00:40+00:00,,
Spryker.CustomerNoteGui:1.1.3,3268,2021-02-10T17:00:39+00:00,,
Spryker.CustomerGroup:2.5.5,3268,2021-02-10T17:00:37+00:00,,
Spryker.Customer:7.35.1,3268,2021-02-10T17:00:36+00:00,,
Spryker.CmsGui:5.9.3,3268,2021-02-10T17:00:35+00:00,,
Spryker.CmsBlockGui:2.7.2,3268,2021-02-10T17:00:33+00:00,,
Spryker.Cms:7.10.1,3268,2021-02-10T17:00:31+00:00,,
Spryker.AvailabilityGui:6.4.1,3268,2021-02-10T17:00:30+00:00,,
Spryker.Acl:3.7.2,3268,2021-02-10T17:00:28+00:00,,
Spryker.Oms:11.15.0,3182,2021-02-09T15:29:28+00:00,,
Spryker.Propel:3.29.0,3123,2021-02-09T15:03:11+00:00,,
Spryker.EventBehavior:1.21.0,3123,2021-02-09T15:03:05+00:00,,
Spryker.Security:1.4.0,3247,2021-02-09T13:43:18+00:00,,
Spryker.Http:1.4.2,3247,2021-02-09T13:43:17+00:00,,
Spryker.Application:3.26.2,3247,2021-02-09T13:43:15+00:00,,
Spryker.Kernel:3.57.1,3265,2021-02-09T13:04:07+00:00,,
Spryker.Oms:11.14.6,3271,2021-02-08T17:37:09+00:00,,
Spryker.ProductConfiguration:0.1.2,3243,2021-02-08T15:01:16+00:00,,
Spryker.PriceCartConnector:6.7.1,3243,2021-02-08T15:01:14+00:00,,
Spryker.SalesMerchantPortalGui:0.7.0,3238,2021-02-04T11:49:28+00:00,,
Spryker.MerchantSalesOrderMerchantUserGui:0.2.0,3238,2021-02-04T11:49:27+00:00,,
Spryker.MerchantSalesOrderDataExport:0.1.0,3238,2021-02-04T11:49:25+00:00,,
Spryker.MerchantSalesOrder:0.8.0,3238,2021-02-04T11:49:23+00:00,,
Spryker.MerchantOmsGui:0.2.0,3238,2021-02-04T11:49:22+00:00,,
Spryker.MerchantOmsDataImport:0.3.0,3238,2021-02-04T11:49:19+00:00,,
Spryker.MerchantOms:0.4.0,3238,2021-02-04T11:49:18+00:00,,
SprykerEco.Payone:4.2.0,,2021-02-02T13:12:03+00:00,,
Spryker.SearchElasticsearch:1.10.0,3232,2021-02-02T11:59:13+00:00,,
Spryker.Router:1.10.1,,2021-02-01T14:53:53+00:00,,
Spryker.Router:1.9.2,,2021-02-01T14:51:29+00:00,,
Spryker.ProductRelationGui:1.2.1,3250,2021-01-29T11:16:17+00:00,,
Spryker.Gui:3.37.3,3250,2021-01-29T11:16:16+00:00,,
Spryker.Discount:9.11.1,3250,2021-01-29T11:16:14+00:00,,
Spryker.Redis:2.6.1,3252,2021-01-28T15:57:07+00:00,,
Spryker.MerchantsRestApi:0.2.1,3204,2021-01-27T15:41:25+00:00,,
Spryker.MerchantProfileMerchantPortalGui:0.5.0,3204,2021-01-27T15:41:23+00:00,,
Spryker.MerchantProfileGui:0.3.0,3204,2021-01-27T15:41:22+00:00,,
Spryker.MerchantProfileDataImport:0.3.2,3204,2021-01-27T15:41:20+00:00,,
Spryker.MerchantProfile:0.3.0,3204,2021-01-27T15:41:18+00:00,,
Spryker.MerchantGui:3.5.0,3204,2021-01-27T15:41:16+00:00,,
Spryker.Customer:7.35.0,3227,2021-01-27T11:35:13+00:00,,
SprykerShop.ShopUi:1.50.1,3246,2021-01-27T09:59:08+00:00,,
Spryker.Testify:3.36.1,3114,2021-01-26T14:17:06+00:00,,
Spryker.StorageDatabase:1.1.0,3219,2021-01-26T12:29:15+00:00,,
Spryker.PropelOrm:1.13.0,3219,2021-01-26T12:29:13+00:00,,
Spryker.Propel:3.28.0,3219,2021-01-26T12:29:11+00:00,,
Spryker.Gui:3.37.2,3205,2021-01-26T11:59:14+00:00,,
SprykerShop.ShopUi:1.50.0,3212,2021-01-26T11:03:06+00:00,,
Spryker.ProductStorage:1.31.0,3210,2021-01-26T10:32:18+00:00,,
Spryker.ProductAttribute:1.8.1,3210,2021-01-26T10:32:17+00:00,,
Spryker.Product:6.22.1,3210,2021-01-26T10:32:15+00:00,,
SprykerShop.ProductDetailPage:3.12.0,3210,2021-01-26T10:32:14+00:00,,
Spryker.StorageRedis:1.3.0,3154,2021-01-26T09:15:24+00:00,,
Spryker.Storage:3.17.0,3154,2021-01-26T09:15:23+00:00,,
Spryker.SessionRedis:1.4.0,3154,2021-01-26T09:15:21+00:00,,
Spryker.Session:4.9.1,3154,2021-01-26T09:15:19+00:00,,
Spryker.SecurityBlocker:1.1.0,3154,2021-01-26T09:15:18+00:00,,
Spryker.Redis:2.6.0,3154,2021-01-26T09:15:15+00:00,,
Spryker.Collector:6.6.0,3154,2021-01-26T09:15:13+00:00,,
Spryker.QuoteRequestsRestApi:0.1.1,3225,2021-01-25T16:17:08+00:00,,
Spryker.Oms:11.14.5,1953,2021-01-25T16:04:12+00:00,,
Spryker.ProductManagement:0.19.14,3011,2021-01-22T14:01:17+00:00,,
Spryker.PriceProductOffer:0.6.4,3011,2021-01-22T14:01:15+00:00,,
Spryker.PriceProductOffer:0.6.3,3165,2021-01-22T10:15:50+00:00,,
Spryker.PriceProduct:4.20.0,3165,2021-01-22T10:15:48+00:00,,
SprykerShop.MerchantProductWidget:0.1.1,2823,2021-01-21T15:44:19+00:00,,
SprykerShop.MerchantProductOfferWidget:0.11.3,2823,2021-01-21T15:44:18+00:00,,
Spryker.MerchantProductStorage:0.1.1,2823,2021-01-21T15:44:12+00:00,,
Spryker.MerchantProductOfferStorage:0.11.2,2823,2021-01-21T15:44:10+00:00,,
SprykerShop.ProductDetailPage:3.11.0,3203,2021-01-21T14:33:16+00:00,,
SprykerShop.MerchantProductOfferWidget:0.11.2,3203,2021-01-21T14:33:15+00:00,,
Spryker.SearchElasticsearch:1.9.0,3221,2021-01-21T14:18:08+00:00,,
Spryker.ZedUi:0.3.12,3181,2021-01-21T08:20:35+00:00,,
Spryker.SecurityMerchantPortalGui:0.2.1,3181,2021-01-21T08:20:34+00:00,,
Spryker.SalesMerchantPortalGui:0.6.2,3181,2021-01-21T08:20:32+00:00,,
Spryker.ProductOfferMerchantPortalGui:0.8.2,3181,2021-01-21T08:20:30+00:00,,
Spryker.ProductOffer:0.5.1,3181,2021-01-21T08:20:29+00:00,,
Spryker.ProductMerchantPortalGui:0.1.4,3181,2021-01-21T08:20:27+00:00,,
Spryker.PriceProductOffer:0.6.2,3181,2021-01-21T08:20:25+00:00,,
Spryker.MerchantProfileMerchantPortalGui:0.4.2,3181,2021-01-21T08:20:24+00:00,,
Spryker.GuiTable:0.4.2,3181,2021-01-21T08:20:22+00:00,,
Spryker.DashboardMerchantPortalGui:0.3.1,3181,2021-01-21T08:20:20+00:00,,
Spryker.Testify:3.36.0,3218,2021-01-20T15:18:13+00:00,,
Spryker.CustomersRestApi:1.15.0,3218,2021-01-20T15:18:11+00:00,,
Spryker.User:3.12.2,3220,2021-01-20T13:33:17+00:00,,
Spryker.SecurityMerchantPortalGui:0.2.0,3220,2021-01-20T13:33:16+00:00,,
Spryker.MerchantUser:0.6.1,3220,2021-01-20T13:33:14+00:00,,
Spryker.Application:3.26.1,3224,2021-01-20T10:07:11+00:00,,
SprykerSdk.ComposerConstrainer:0.2.3,3194,2021-01-19T13:44:15+00:00,,
SprykerShop.DiscountPromotionWidget:3.3.1,3207,2021-01-19T12:34:14+00:00,,
Spryker.Install:1.0.0,3173,2021-01-19T08:59:05+00:00,,
Spryker.QuoteRequestsRestApi:0.1.0,3216,2021-01-15T16:36:13+00:00,,
Spryker.SecurityMerchantPortalGui:0.1.2,3199,2021-01-13T14:56:38+00:00,,
Spryker.SalesMerchantPortalGui:0.6.1,3199,2021-01-13T14:56:36+00:00,,
Spryker.ProductOfferMerchantPortalGui:0.8.1,3199,2021-01-13T14:56:33+00:00,,
Spryker.ProductMerchantPortalGui:0.1.3,3199,2021-01-13T14:56:31+00:00,,
Spryker.MerchantUserGui:0.2.2,3199,2021-01-13T14:56:29+00:00,,
Spryker.MerchantUser:0.6.0,3199,2021-01-13T14:56:27+00:00,,
Spryker.MerchantSalesOrderMerchantUserGui:0.1.1,3199,2021-01-13T14:56:25+00:00,,
Spryker.MerchantProfileMerchantPortalGui:0.4.1,3199,2021-01-13T14:56:23+00:00,,
Spryker.Gui:3.37.1,3149,2021-01-13T13:06:13+00:00,,
SprykerShop.ShopApplicationExtension:1.2.0,3188,2021-01-05T14:09:23+00:00,,
SprykerShop.ShopApplication:1.12.0,3188,2021-01-05T14:09:22+00:00,,
SprykerShop.QuoteApprovalWidget:1.3.0,3188,2021-01-05T14:09:20+00:00,,
SprykerShop.DiscountPromotionWidget:3.3.0,3188,2021-01-05T14:09:18+00:00,,
SprykerShop.CartNoteWidget:1.4.0,3188,2021-01-05T14:09:16+00:00,,
Spryker.User:3.12.1,3174,2021-01-04T10:31:14+00:00,,
Spryker.SecurityOauthUserExtension:1.0.0,3174,2021-01-04T10:31:13+00:00,,
Spryker.SecurityOauthUser:1.0.0,3174,2021-01-04T10:31:11+00:00,,
Spryker.SecurityGuiExtension:1.0.0,3174,2021-01-04T10:31:09+00:00,,
Spryker.SecurityGui:0.1.1,3174,2021-01-04T10:31:08+00:00,,
Spryker.MerchantUser:0.5.5,3174,2021-01-04T10:31:06+00:00,,
SprykerEco.OauthAzure:1.0.0,3174,2021-01-04T10:30:58+00:00,,
SprykerShop.SecurityBlockerPage:1.0.0,3177,2020-12-30T11:07:22+00:00,,
SprykerShop.ErrorPage:1.8.0,3177,2020-12-30T11:07:20+00:00,,
Spryker.SecurityBlockerRestApi:1.0.0,3177,2020-12-30T11:07:19+00:00,,
SprykerShop.CustomerPage:2.31.0,3177,2020-12-30T11:07:18+00:00,,
Spryker.SecurityBlocker:1.0.0,3177,2020-12-30T11:07:17+00:00,,
SprykerShop.AgentPage:1.10.0,3177,2020-12-30T11:07:17+00:00,,
Spryker.Redis:2.5.0,3177,2020-12-30T11:07:15+00:00,,
Spryker.Oms:11.14.4,2828,2020-12-29T13:31:07+00:00,,
Spryker.Mail:4.7.0,3137,2020-12-23T16:15:43+00:00,,
SprykerShop.ShopUi:1.49.0,3170,2020-12-22T15:24:46+00:00,1,"Invalid Release. Please skip this version."
Spryker.SynchronizationBehavior:1.7.0,3176,2020-12-21T14:33:36+00:00,,
Spryker.MerchantProductsRestApi:0.1.0,3143,2020-12-17T14:07:16+00:00,,
Spryker.MerchantProduct:0.2.1,3143,2020-12-17T14:07:15+00:00,,
Spryker.Merchant:3.2.0,3143,2020-12-17T14:07:13+00:00,,
Spryker.Transfer:3.28.0,3160,2020-12-15T13:08:10+00:00,,
Spryker.Transfer:3.27.0,3147,2020-12-14T16:37:07+00:00,,
Spryker.Session:3.2.5,,2020-12-14T16:16:25+00:00,,
Spryker.Testify:3.35.1,3159,2020-12-14T10:55:06+00:00,,
Spryker.CartsRestApi:5.13.2,3159,2020-12-14T10:55:04+00:00,,
SprykerEco.Adyen:1.6.1,,2020-12-11T10:54:04+00:00,,
Spryker.Router:1.11.1,3161,2020-12-11T07:56:07+00:00,,
SprykerEco.Adyen:1.6.0,,2020-12-09T16:44:19+00:00,,
